variables ="k","rms","rms/rms0"
1 878.223165260822 0.30173856969978724 
2 223.35068323893208 0.07673848557840139 
3 137.11501858993662 0.04710976802963282 
4 103.2177531873993 0.03546339751256947 
5 84.49900972184942 0.029032040309420745 
6 72.44801241939196 0.02489157711813202 
7 63.96470714909695 0.021976896089620012 
8 57.63033131663478 0.0198005409452412 
9 52.697872735924086 0.018105854382509647 
10 48.73431388671959 0.01674406090519376 
11 45.470324993479714 0.015622624601620855 
12 42.72909187071621 0.014680795924816718 
13 40.38946333029879 0.013876949935164768 
14 38.36549214131323 0.013181557014736956 
15 36.5944231468396 0.012573055842858392 
16 35.02930869546058 0.012035316217377983 
17 33.634290381762696 0.01155601796229814 
18 32.38148391569973 0.011125580635962964 
19 31.24886352956284 0.010736436658846089 
20 30.218789455132 0.010382525386406258 
21 29.27696062012079 0.01005893327813626 
22 28.411655375737364 0.00976163302790153 
23 27.613171545514298 0.00948729117677493 
24 26.873407066632613 0.009233124030425316 
25 26.185541516297064 0.008996788238437452 
26 25.54379116388033 0.008776296635502962 
27 24.943218373315545 0.008569952756186355 
28 24.379581706511452 0.008376299333686034 
29 23.849216874197328 0.008194077397107985 
30 23.3489413280114 0.00802219349136167 
31 22.875977160246958 0.007859693187172917 
32 22.427888319305914 0.007705739509665638 
33 22.002529121530326 0.007559595248135783 
34 21.598001752940075 0.007420608354563475 
35 21.212620982254844 0.007288199819767165 
36 20.84488470124873 0.0071618535517037965 
37 20.49344920632665 0.007041107882750698 
38 20.157108361993505 0.00692554841072224 
39 19.83477596106481 0.006814801938218025 
40 19.525470731371602 0.006708531321249529 
41 19.228303544051183 0.006606431074284235 
42 18.942466461415542 0.006508223607329041 
43 18.667223328132714 0.006413655993262765 
44 18.401901661963553 0.006322497181667912 
45 18.14588564252711 0.006234535589921418 
46 17.898610030743466 0.006149577014046143 
47 17.65955487943511 0.006067442811387384 
48 17.428240918347896 0.005987968315005454 
49 17.20422551559948 0.005911001446116321 
50 16.987099133059598 0.005836401496236593 
51 16.77648220601856 0.005764038055104802 
52 16.57202238822124 0.005693790064134397 
53 16.37339211228457 0.005625544978225732 
54 16.180286423025695 0.005559198021344265 
55 15.99242104752837 0.005494651523436936 
56 15.809530671084001 0.00543181432808262 
57 15.631367392624602 0.0053706012618121605 
58 15.457699337055113 0.0053109326573356225 
59 15.288309405096188 0.005252733924015202 
60 15.12299414397576 0.005195935159859157 
61 14.961562724614808 0.005140470800104864 
62 14.80383601292296 0.005086279298135982 
63 14.649645724492105 0.005033302835053383 
64 14.498833653407887 0.004981487054711378 
65 14.35125096711576 0.004930780821448887 
66 14.206757560327471 0.0048811359981056094 
67 14.065221461840025 0.004832507242217797 
68 13.926518288915513 0.004784851818554912 
69 13.790530744519835 0.0047381294263816745 
70 13.657148153291033 0.004692302040026775 
71 13.526266032594238 0.004647333761506591 
72 13.397785695442058 0.004603190684097183 
73 13.271613882425225 0.0045598407658735815 
74 13.147662420112816 0.004517253712343474 
75 13.025847903659175 0.004475400867397762 
76 12.906091401590595 0.004434255111881633 
77 12.78831818095768 0.004393790769162822 
78 12.672457451218436 0.00435398351713536 
79 12.558442125380573 0.004314810306153212 
80 12.446208597071205 0.004276249282436226 
81 12.335696532326956 0.0042382797165336945 
82 12.226848675008899 0.004200881936469122 
83 12.119610664841211 0.00416403726522222 
84 12.013930867164618 0.004127727962235856 
85 11.909760213568003 0.004091937168660513 
86 11.807052052634917 0.004056648856073995 
87 11.705762010102891 0.004021847778435185 
88 11.605847857787547 0.003987519427049184 
89 11.507269390678495 0.003953649988340119 
90 11.409988311655459 0.003920226304242074 
91 11.313968123317558 0.003887235835033968 
92 11.219174026454633 0.0038546666244564866 
93 11.125572824725838 0.0038225072669616977 
94 11.03313283513993 0.003790746876956008 
95 10.94182380396313 0.0037593750599079134 
96 10.851616827703873 0.003728381885200062 
97 10.7624842788509 0.00369775786061446 
98 10.67439973606174 0.003667493908346739 
99 10.587337918519859 0.0036375813424526825 
100 10.501274624197446 0.003608011847636653 
101 10.416186671778897 0.0035787774592977487 
102 10.332051846016304 0.0035498705447551265 
103 10.248848846302224 0.0035212837855787137 
104 10.166557238261655 0.0034930101609572514 
105 10.085157408174341 0.0034650429320387827 
106 10.004630520054961 0.0034373756271843265 
107 9.924958475225909 0.003410002028077958 
108 9.846123874231175 0.003382916156641238 
109 9.768109980947436 0.003356112262702553 
110 9.690900688758632 0.0033295848123754326 
111 9.614480488668773 0.0033033284771027947 
112 9.53883443923464 0.003277338123326467 
113 9.463948138209327 0.0032516088027445228 
114 9.389807695792397 0.003226135743120606 
115 9.316399709390423 0.0032009143396121995 
116 9.243711239797216 0.0031759401465866637 
117 9.171729788708335 0.003151208869895706 
118 9.10044327749062 0.003126716359581049 
119 9.029840027131208 0.003102458602985346 
120 8.959908739296809 0.0030784317182445536 
121 8.890638478436443 0.0030546319481388196 
122 8.822018654866465 0.0030310556542808595 
123 8.75403900877967 0.0030076993116218316 
124 8.686689595124157 0.0029845595032560414 
