k rms rms/rms0 
226 8.681889864075233 0.6171536193495405 
227 8.676663882378595 0.6167821295507491 
228 8.671441044456389 0.6164108632276984 
229 8.666221348426943 0.6160398202466297 
230 8.661004792409424 0.6156690004738435 
231 8.65579137452418 0.6152984037757244 
232 8.650581092892473 0.6149280300187221 
233 8.645373945636633 0.614557879069362 
234 8.640169930879974 0.6141879507942395 
235 8.634969046746901 0.6138182450600277 
236 8.629771291362747 0.6134487617334656 
237 8.624576662853938 0.6130795006813698 
238 8.61938515934794 0.6127104617706312 
239 8.61419677897327 0.6123416448682145 
240 8.60901151985935 0.61197304984115 
241 8.603829380136716 0.611604676556546 
242 8.598650357937004 0.6112365248815899 
243 8.593474451392641 0.6108685946835248 
244 8.588301658637539 0.6105008858296995 
245 8.583131977805987 0.6101333981874898 
246 8.577965407033998 0.6097661316243935 
247 8.57280194445814 0.6093990860079486 
248 8.56764158821616 0.6090322612057764 
249 8.562484336446973 0.6086656570855812 
250 8.557330187290251 0.6082992735151214 
251 8.552179138887004 0.6079331103622504 
252 8.547031189379036 0.6075671674948779 
253 8.541886336909357 0.6072014447809997 
254 8.536744579621915 0.6068359420886779 
255 8.531605915661709 0.6064706592860493 
256 8.526470343174847 0.6061055962413296 
257 8.521337860308364 0.6057407528228009 
258 8.516208465210429 0.6053761288988252 
259 8.511082156030284 0.605011724337841 
260 8.505958930918041 0.6046475390083488 
261 8.500838788024978 0.6042835727789319 
262 8.495721725503472 0.6039198255182516 
263 8.490607741506832 0.6035562970950356 
264 8.485496834189423 0.6031929873780867 
265 8.480389001706595 0.6028298962362775 
266 8.475284242214974 0.6024670235385715 
267 8.470182553872036 0.6021043691539927 
268 8.465083934836253 0.6017419329516356 
269 8.459988383267275 0.6013797148006786 
270 8.45489589732573 0.6010177145703699 
271 8.449806475173308 0.6006559321300325 
272 8.444720114972734 0.6002943673490637 
273 8.439636814887844 0.5999330200969395 
274 8.434556573083336 0.5995718902431968 
275 8.429479387725197 0.5992109776574648 
276 8.424405256980247 0.5988502822094315 
277 8.419334179016511 0.5984898037688705 
278 8.414266152002869 0.5981295422056165 
279 8.409201174109533 0.5977694973895988 
280 8.40413924350743 0.5974096691907972 
281 8.399080358368838 0.5970500574792879 
282 8.394024516866839 0.596690662125204 
283 8.388971717175654 0.5963314829987598 
284 8.383921957470546 0.5959725199702436 
285 8.378875235927941 0.5956137729100263 
286 8.373831550724999 0.5952552416885308 
287 8.368790900040318 0.5948969261762828 
288 8.363753282053276 0.5945388262438627 
289 8.358718694944328 0.5941809417619281 
290 8.353687136895038 0.5938232726012151 
291 8.348658606088046 0.5934658186325363 
292 8.343633100706922 0.5931085797267706 
293 8.338610618936372 0.5927515557548773 
294 8.333591158962093 0.5923947465878865 
295 8.328574718970884 0.5920381520969065 
296 8.323561297150514 0.5916817721531145 
297 8.318550891689906 0.5913256066277699 
298 8.31354350077889 0.5909696553921963 
299 8.308539122608465 0.5906139183178005 
300 8.30353775537058 0.5902583952760573 
301 8.298539397258317 0.589903086138521 
302 8.293544046465732 0.5895479907768163 
303 8.288551701187904 0.5891931090626399 
304 8.283562359621067 0.5888384408677707 
305 8.27857601996251 0.5884839860640627 
306 8.27359268041032 0.5881297445234269 
307 8.26861233916386 0.5877757161178643 
308 8.263634994423523 0.5874219007194497 
309 8.25866064439067 0.5870682982003265 
310 8.253689287267749 0.5867149084327155 
311 8.248720921258183 0.5863617312889067 
312 8.243755544566511 0.5860087666412693 
313 8.238793155398309 0.5856560143622466 
314 8.233833751960194 0.5853034743243556 
315 8.228877332459776 0.5849511464001838 
316 8.223923895105733 0.5845990304623948 
317 8.218973438107861 0.5842471263837319 
318 8.214025959676873 0.583895434037003 
319 8.209081458024572 0.583543953295094 
320 8.204139931363862 0.5831926840309689 
321 8.1992013779086 0.5828416261176593 
322 8.19426579587374 0.5824907794282749 
323 8.189333183475235 0.5821401438359964 
324 8.184403538930097 0.5817897192140801 
325 8.179476860456433 0.5814395054358594 
326 8.174553146273293 0.5810895023747356 
327 8.169632394600782 0.580739709904184 
328 8.164714603660189 0.5803901278977651 
329 8.159799771673587 0.5800407562290946 
330 8.154887896864327 0.5796915947718788 
331 8.14997897745662 0.5793426433998857 
332 8.145073011675846 0.5789939019869662 
333 8.140169997748382 0.5786453704070418 
334 8.13526993390159 0.5782970485341044 
335 8.130372818363876 0.5779489362422198 
336 8.125478649364867 0.5776010334055407 
337 8.120587425134906 0.5772533398982709 
338 8.11569914390566 0.5769058555947081 
339 8.110813803909595 0.5765585803692067 
340 8.1059314033804 0.5762115140962083 
341 8.101051940552752 0.5758646566502247 
342 8.096175413662277 0.5755180079058348 
343 8.091301820945782 0.5751715677377022 
344 8.086431160640966 0.574825336020553 
345 8.081563430986607 0.5744793126291905 
346 8.076698630222564 0.5741334974384948 
347 8.071836756589695 0.5737878903234171 
348 8.066977808329884 0.5734424911589815 
349 8.062121783686074 0.5730972998202869 
350 8.05726868090217 0.5727523161825016 
351 8.052418498223169 0.5724075401208703 
352 8.04757123389517 0.5720629715107169 
353 8.042726886165106 0.5717186102274244 
354 8.037885453281119 0.5713744561464618 
355 8.033046933492303 0.5710305091433653 
356 8.028211325048787 0.5706867690937452 
357 8.023378626201799 0.5703432358732898 
358 8.018548835203447 0.5699999093577498 
359 8.013721950307039 0.5696567894229614 
360 8.00889796976676 0.569313875944823 
361 8.004076891837903 0.5689711687993116 
362 7.99925871477682 0.5686286678624801 
363 7.99444343684085 0.5682863730104509 
364 7.9896310562882515 0.567944284119412 
365 7.984821571378585 0.567602401065644 
366 7.980014980372116 0.5672607237254775 
367 7.975211281530346 0.5669192519753312 
368 7.970410473115741 0.566577985691692 
369 7.9656125533917645 0.5662369247511181 
370 7.96081752062293 0.565896069030242 
371 7.95602537307486 0.5655554184057754 
372 7.951236109013993 0.5652149727544875 
373 7.946449726707963 0.5648747319532329 
374 7.94166622442541 0.5645346958789376 
375 7.936885600435893 0.5641948644085929 
376 7.932107853010096 0.56385523741927 
377 7.9273329804197665 0.5635158147881159 
378 7.92256098093743 0.5631765963923326 
379 7.91779185283695 0.5628375821092176 
380 7.913025594392967 0.5624987718161234 
381 7.9082622038812564 0.5621601653904831 
382 7.903501679578594 0.561821762709801 
383 7.898744019762795 0.5614835636516554 
384 7.89398922271258 0.5611455680936888 
385 7.889237286707885 0.5608077759136301 
386 7.884488210029484 0.560470186989268 
387 7.879741990959233 0.5601328011984679 
388 7.874998627780016 0.5597956184191681 
389 7.870258118775732 0.5594586385293795 
390 7.865520462231284 0.559121861407184 
391 7.8607856564326 0.5587852869307366 
392 7.856053699666561 0.55844891497826 
393 7.8513245902211946 0.5581127454280581 
394 7.846598326385432 0.5577767781584995 
395 7.841874906449206 0.5574410130480237 
396 7.837154328703545 0.5571054499751483 
397 7.83243659144047 0.5567700888184611 
398 7.827721692952943 0.5564349294566172 
399 7.823009631534981 0.5560999717683462 
400 7.8183004054817475 0.5557652156324601 
401 7.8135940130890855 0.555430660927818 
402 7.808890452654169 0.5550963075333745 
403 7.8041897224750905 0.5547621553281492 
404 7.799491820850828 0.5544282041912246 
405 7.794796746081493 0.5540944540017639 
406 7.790104496468212 0.5537609046390024 
407 7.785415070312976 0.5534275559822369 
408 7.780728465919104 0.5530944079108583 
409 7.77604468159045 0.552761460304296 
410 7.77136371563232 0.5524287130420823 
411 7.766685566350731 0.5520961660038002 
412 7.762010232052845 0.5517638190691139 
413 7.757337711046772 0.5514316721177551 
414 7.752668001641662 0.5510997250295296 
415 7.748001102147679 0.5507679776843151 
416 7.743337010875923 0.5504364299620557 
417 7.738675726138492 0.5501050817427667 
418 7.734017246248648 0.5497739329065461 
419 7.729361569520447 0.5494429833335481 
420 7.72470869426908 0.5491122329040081 
421 7.720058618810698 0.548781681498229 
422 7.715411341462457 0.5484513289965858 
423 7.7107668605424555 0.5481211752795202 
424 7.706125174369876 0.5477912202275509 
425 7.701486281264888 0.547461463721267 
426 7.696850179548552 0.5471319056413209 
427 7.69221686754309 0.5468025458684471 
428 7.6875863435716365 0.5464733842834456 
429 7.682958605958325 0.546144420767187 
430 7.678333653028232 0.5458156552006094 
431 7.673711483107565 0.5454870874647305 
432 7.669092094523392 0.54515871744063 
433 7.664475485603884 0.5448305450094656 
434 7.659861654678075 0.5445025700524563 
435 7.655250600076152 0.5441747924509032 
436 7.650642320129166 0.5438472120861687 
437 7.646036813169196 0.5435198288396883 
438 7.641434077529373 0.5431926425929727 
439 7.636834111543742 0.5428656532275968 
440 7.632236913547422 0.5425388606252125 
441 7.6276424818764 0.542212264667533 
442 7.623050814867736 0.5418858652363481 
443 7.618461910859491 0.5415596622135183 
444 7.613875768190693 0.5412336554809734 
445 7.609292385201373 0.5409078449207141 
446 7.604711760232476 0.5405822304148062 
447 7.600133891626015 0.5402568118453914 
448 7.595558777724994 0.539931589094682 
449 7.59098641687342 0.5396065620449612 
450 7.586416807416147 0.5392817305785728 
451 7.581849947699138 0.5389570945779393 
452 7.577285836069354 0.5386326539255542 
453 7.572724470874615 0.5383084085039719 
454 7.568165850463971 0.5379843581958343 
455 7.563609973187178 0.5376605028838337 
456 7.559056837395086 0.5373368424507399 
457 7.55450644143954 0.5370133767793934 
458 7.549958783673408 0.5366901057527078 
459 7.545413862450444 0.5363670292536592 
460 7.540871676125504 0.5360441471653024 
461 7.536332223054333 0.5357214593707551 
462 7.531795501593575 0.5353989657531992 
463 7.527261510100977 0.5350766661958948 
464 7.522730246935391 0.5347545605821807 
465 7.518201710456318 0.5344326487954416 
466 7.513675899024559 0.5341109307191548 
467 7.509152811001673 0.5337894062368517 
468 7.504632444750276 0.5334680752321381 
469 7.500114798633964 0.5331469375886904 
470 7.495599871017297 0.5328259931902527 
471 7.491087660265842 0.5325052419206413 
472 7.486578164746068 0.5321846836637364 
473 7.482071382825514 0.531864318303494 
474 7.477567312872628 0.531544145723935 
475 7.473065953256806 0.5312241658091479 
476 7.468567302348542 0.5309043784432987 
477 7.464071358519085 0.5305847835106076 
478 7.45957812014091 0.5302653808953814 
479 7.455087585587296 0.5299461704819846 
480 7.450599753232543 0.529627152154854 
481 7.446114621451902 0.529308325798494 
482 7.441632188621627 0.5289896912974802 
483 7.437152453118918 0.5286712485364559 
484 7.432675413321925 0.5283529974001313 
485 7.428201067609818 0.5280349377732897 
486 7.423729414362677 0.5277170695407787 
487 7.419260451961594 0.5273993925875179 
488 7.414794178788608 0.5270819067984942 
489 7.410330593226664 0.5267646120587592 
490 7.405869693659863 0.5264475082534462 
491 7.401411478473047 0.5261305952677416 
492 7.396955946052124 0.5258138729869074 
493 7.392503094783976 0.5254973412962747 
494 7.388052923056425 0.5251810000812416 
495 7.383605429258277 0.524864849227276 
496 7.379160611779226 0.5245488886199093 
497 7.374718469010046 0.5242331181447492 
498 7.370278999342459 0.5239175376874711 
499 7.365842201168971 0.5236021471338057 
500 7.361408072883303 0.5232869463695708 
501 7.356976612879951 0.5229719352806387 
502 7.3525478195544185 0.5226571137529534 
503 7.348121691303193 0.5223424816725291 
504 7.343698226523717 0.5220280389254475 
505 7.339277423614403 0.5217137853978597 
506 7.334859280974555 0.52139972097598 
507 7.330443797004446 0.5210858455460914 
508 7.326030970105402 0.5207721589945518 
509 7.3216207986796045 0.5204586612077801 
510 7.317213281130284 0.5201453520722698 
511 7.312808415861476 0.5198322314745712 
512 7.308406201278273 0.5195192993013102 
513 7.304006635786718 0.5192065554391803 
514 7.299609717793827 0.5188939997749435 
515 7.295215445707503 0.5185816321954257 
516 7.290823817936625 0.5182694525875217 
517 7.286434832891075 0.5179574608381975 
518 7.282048488981636 0.5176456568344836 
519 7.277664784619969 0.5173340404634725 
520 7.2732837182188605 0.5170226116123369 
521 7.268905288191856 0.5167113701683034 
522 7.264529492953614 0.5164003160186778 
523 7.260156330919677 0.5160894490508284 
524 7.255785800506491 0.5157787691521885 
525 7.251417900131476 0.5154682762102596 
526 7.247052628213015 0.5151579701126126 
527 7.242689983170419 0.5148478507468837 
528 7.238329963424011 0.5145379180007812 
529 7.233972567394959 0.5142281717620739 
530 7.229617793505432 0.5139186119186012 
531 7.225265640178502 0.5136092383582669 
532 7.22091610583827 0.513300050969048 
533 7.216569188909647 0.512991049638979 
534 7.212224887818615 0.5126822342561707 
535 7.207883200992035 0.512373604708796 
536 7.203544126857691 0.5120651608850939 
537 7.1992076638443745 0.5117569026733746 
538 7.194873810381739 0.5114488299620098 
539 7.19054256490048 0.5111409426394452 
540 7.18621392583207 0.5108332405941819 
541 7.181887891609084 0.5105257237147991 
542 7.177564460664978 0.5102183918899388 
543 7.173243631434116 0.5099112450083073 
544 7.168925402351818 0.5096042829586794 
545 7.164609771854364 0.5092975056298976 
546 7.160296738378902 0.5089909129108663 
547 7.155986300363563 0.5086845046905598 
548 7.151678456247475 0.5083782808580233 
549 7.147373204470573 0.5080722413023592 
550 7.143070543473874 0.5077663859127469 
551 7.138770471699118 0.5074607145784175 
552 7.1344729875891755 0.5071552271886819 
553 7.130178089587796 0.5068499236329138 
554 7.125885776139635 0.5065448038005514 
555 7.1215960456902305 0.5062398675810955 
556 7.117308896686173 0.5059351148641217 
557 7.1130243275749 0.5056305455392657 
558 7.108742336804763 0.5053261594962284 
559 7.104462922825088 0.5050219566247799 
560 7.100186084086146 0.5047179368147574 
561 7.095911819039103 0.5044140999560618 
562 7.091640126136031 0.5041104459386584 
563 7.087371003829945 0.5038069746525794 
564 7.083104450574847 0.5035036859879274 
565 7.078840464825574 0.5032005798348641 
566 7.074579045037902 0.5028976560836182 
567 7.070320189668645 0.502594914624492 
568 7.06606389717542 0.5022923553478449 
569 7.0618101660167305 0.5019899781440995 
570 7.057558994652152 0.5016877829037543 
571 7.053310381542122 0.5013857695173694 
572 7.049064325147888 0.501083937875562 
573 7.044820823931813 0.5007822878690292 
574 7.040579876357046 0.5004808193885237 
575 7.036341480887698 0.5001795323248664 
576 7.0321056359887955 0.4998784265689437 
577 7.027872340126258 0.4995775020117049 
578 7.023641591767001 0.4992767585441707 
579 7.019413389378775 0.49897619605742066 
580 7.015187731430324 0.4986758144426054 
581 7.010964616391181 0.4983756135909312 
582 7.006744042732013 0.4980755933936853 
583 7.0025260089241685 0.4977757537422033 
584 6.998310513440044 0.4974760945278951 
585 6.994097554752946 0.4971766156422355 
586 6.989887131337085 0.49687731697676346 
587 6.985679241667505 0.49657819842307727 
588 6.98147388422033 0.496279259872852 
589 6.977271057472439 0.49598050121781617 
590 6.973070759901709 0.49568192234976954 
591 6.968872989986928 0.49538352316057643 
592 6.964677746207722 0.4950853035421609 
593 6.960485027044733 0.49478726338651896 
594 6.956294830979414 0.49448940258570456 
595 6.952107156494234 0.4941917210318438 
596 6.947922002072492 0.49389421861712146 
597 6.943739366198363 0.4935968952337852 
598 6.939559247357083 0.4932997507741576 
599 6.935381644034621 0.49300278513061346 
600 6.931206554717987 0.49270599819560174 
601 6.927033977894989 0.49240938986162797 
602 6.922863912054447 0.49211296002126964 
603 6.918696355686003 0.49181670856716275 
604 6.914531307280258 0.49152063539201135 
605 6.910368765328711 0.4912247403885834 
606 6.90620872832368 0.49092902344970507 
607 6.902051194758534 0.49063348446827726 
608 6.89789616312748 0.49033812333726046 
609 6.893743631925549 0.49004293994967363 
610 6.88959359964874 0.4897479341986046 
611 6.885446064794054 0.4894531059772124 
612 6.881301025859237 0.4891584551787092 
613 6.877158481342988 0.4888639816963746 
614 6.873018429744924 0.48856968542355367 
615 6.868880869565519 0.48827556625365237 
616 6.864745799306294 0.48798162408015106 
617 6.860613217469408 0.4876878587965754 
618 6.856483122558164 0.4873942702965326 
619 6.852355513076643 0.48710085847368473 
620 6.84823038752982 0.4868076232217579 
621 6.844107744423594 0.48651456443454366 
622 6.8399875822647696 0.4862216820058979 
623 6.835869899561034 0.4859289758297393 
624 6.831754694820953 0.48563644580004905 
625 6.8276419665540615 0.4853440918108772 
626 6.823531713270625 0.4850519137563256 
627 6.819423933482017 0.4847599115305751 
628 6.815318625700298 0.4844680850278554 
629 6.8112157884385995 0.48417643414247186 
630 6.807115420210858 0.4838849587687876 
631 6.803017519531895 0.48359365880122857 
632 6.798922084917394 0.48330253413428165 
633 6.794829114884021 0.4830115846625039 
634 6.790738607949235 0.4827208102805086 
635 6.786650562631498 0.4824302108829804 
636 6.782564977450046 0.48213978636465893 
637 6.778481850925039 0.48184953662034957 
638 6.774401181577606 0.48155946154492646 
639 6.770322967929603 0.4812695610333154 
640 6.7662472085039775 0.48097983498052005 
641 6.762173901824358 0.48069028328159213 
642 6.758103046415376 0.4804009058316549 
643 6.754034640802526 0.48011170252589286 
644 6.749968683512213 0.4798226732595553 
645 6.745905173071718 0.47953381792795374 
646 6.741844108009084 0.4792451364264537 
647 6.737785486853431 0.4789566286504977 
648 6.733729308134619 0.47866829449558035 
649 6.729675570383482 0.47838013385726585 
650 6.725624272131719 0.47809214663117977 
651 6.721575411911808 0.47780433271300304 
652 6.717528988257262 0.4775166919984902 
653 6.713484999702359 0.47722922438345006 
654 6.709443444782288 0.4769419297637564 
655 6.705404322033174 0.4766548080353494 
656 6.701367629991927 0.47636785909422497 
657 6.697333367196414 0.47608108283644723 
658 6.693301532185332 0.47579447915813916 
659 6.6892721234982995 0.4755080479554893 
660 6.685245139675731 0.4752217891247428 
661 6.681220579258977 0.4749357025622113 
662 6.677198440790322 0.4746497881642728 
663 6.673178722812782 0.4743640458273573 
664 6.6691614238703325 0.4740784754479632 
665 6.665146542507906 0.4737930769226567 
666 6.661134077271117 0.4735078501480526 
667 6.65712402670657 0.4732227950208359 
668 6.6531163893617675 0.47293791143775576 
669 6.649111163785064 0.4726531992956216 
670 6.64510834852555 0.4723686584912952 
671 6.6411079421334 0.4720842889217156 
672 6.637109943159505 0.47180009048387267 
673 6.633114350155763 0.4715160630748277 
674 6.629121161674772 0.4712322065916919 
675 6.625130376270094 0.470948520931645 
676 6.621141992496238 0.4706650059919341 
677 6.617156008908466 0.4703816616698597 
678 6.61317242406285 0.4700984878627799 
679 6.609191236516514 0.4698154844681276 
680 6.605212444827313 0.4695326513833877 
681 6.601236047553972 0.469249988506107 
682 6.597262043256208 0.4689674957339026 
683 6.593290430494406 0.4686851729644393 
684 6.5893212078300145 0.4684030200954574 
685 6.585354373825219 0.4681210370247497 
686 6.581389927043035 0.4678392236501678 
687 6.57742786604753 0.4675575798696382 
688 6.573468189403395 0.4672761055811318 
689 6.569510895676353 0.46699480068269267 
690 6.565555983432946 0.4667136650724233 
691 6.561603451240538 0.4664326986484844 
692 6.557653297667391 0.4661519013091008 
693 6.553705521282621 0.4658712729525577 
694 6.549760120656197 0.4655908134772012 
695 6.545817094358961 0.4653105227814393 
696 6.5418764409625965 0.46503040076373997 
697 6.537938159039598 0.4647504473226286 
698 6.534002247163452 0.46447066235670137 
699 6.530068703908373 0.46419104576460607 
700 6.526137527849497 0.46391159744505583 
