x ue un uerror 
-1.0000000000000000 0.0000000000000000 0.0000000000000000 -0.0000000000000000 
-0.9750000000000000 0.0288634882911763 0.0288422276797969 -0.0000212606113795 
-0.9500000000000000 0.0575490235789537 0.0575066334349339 -0.0000423901440198 
-0.9250000000000000 0.0858797499993745 0.0858164916720484 -0.0000632583273262 
-0.9000000000000000 0.1136809992031344 0.1135972627011254 -0.0000837365020090 
-0.8750000000000000 0.1407813672440387 0.1406776688307269 -0.0001036984133118 
-0.8500000000000000 0.1670137713413283 0.1668907503519151 -0.0001230209894132 
-0.8250000000000000 0.1922164800005840 0.1920748949003777 -0.0001415851002063 
-0.8000000000000000 0.2162341101421703 0.2160748338503954 -0.0001592762917749 
-0.7750000000000000 0.2389185850895919 0.2387425995975521 -0.0001759854920398 
-0.7500000000000000 0.2601300475114445 0.2599384378282192 -0.0001916096832252 
-0.7250000000000000 0.2797377216883704 0.2795316691513735 -0.0002060525369968 
-0.7000000000000000 0.2976207197888556 0.2974014947804970 -0.0002192250083586 
-0.6750000000000000 0.3136687871829102 0.3134377412982662 -0.0002310458846440 
-0.6499999999999999 0.3277829821985261 0.3275415399123060 -0.0002414422862201 
-0.6250000000000000 0.3398762861299855 0.3396259360141717 -0.0002503501158138 
-0.6000000000000000 0.3498741397371198 0.3496164252834261 -0.0002577144536937 
-0.5750000000000000 0.3577149029278172 0.3574514130315493 -0.0002634898962679 
-0.5500000000000000 0.3633502347896884 0.3630825939536763 -0.0002676408360122 
-0.5249999999999999 0.3667453916278674 0.3664752499468644 -0.0002701416810030 
-0.5000000000000000 0.3678794411714423 0.3676084641587432 -0.0002709770126991 
-0.4750000000000000 0.3667453916278674 0.3664752499468644 -0.0002701416810030 
-0.4500000000000000 0.3633502347896884 0.3630825939536763 -0.0002676408360122 
-0.4249999999999999 0.3577149029278171 0.3574514130315493 -0.0002634898962678 
-0.3999999999999999 0.3498741397371198 0.3496164252834261 -0.0002577144536937 
-0.3750000000000000 0.3398762861299855 0.3396259360141717 -0.0002503501158138 
-0.3500000000000000 0.3277829821985260 0.3275415399123059 -0.0002414422862200 
-0.3250000000000000 0.3136687871829101 0.3134377412982662 -0.0002310458846440 
-0.2999999999999999 0.2976207197888555 0.2974014947804969 -0.0002192250083586 
-0.2749999999999999 0.2797377216883703 0.2795316691513734 -0.0002060525369969 
-0.2500000000000000 0.2601300475114444 0.2599384378282191 -0.0001916096832253 
-0.2250000000000000 0.2389185850895918 0.2387425995975520 -0.0001759854920398 
-0.2000000000000000 0.2162341101421702 0.2160748338503953 -0.0001592762917749 
-0.1749999999999999 0.1922164800005839 0.1920748949003775 -0.0001415851002063 
-0.1499999999999999 0.1670137713413282 0.1668907503519150 -0.0001230209894132 
-0.1250000000000000 0.1407813672440387 0.1406776688307268 -0.0001036984133118 
-0.1000000000000000 0.1136809992031344 0.1135972627011253 -0.0000837365020091 
-0.0750000000000000 0.0858797499993745 0.0858164916720483 -0.0000632583273262 
-0.0499999999999999 0.0575490235789536 0.0575066334349338 -0.0000423901440198 
-0.0249999999999999 0.0288634882911762 0.0288422276797968 -0.0000212606113794 
0.0000000000000000 -0.0000000000000000 -0.0000000000000001 -0.0000000000000001 
0.0250000000000001 -0.0288634882911765 -0.0288422276797970 0.0000212606113794 
0.0500000000000000 -0.0575490235789537 -0.0575066334349340 0.0000423901440197 
0.0750000000000000 -0.0858797499993745 -0.0858164916720485 0.0000632583273260 
0.1000000000000001 -0.1136809992031345 -0.1135972627011255 0.0000837365020089 
0.1250000000000000 -0.1407813672440387 -0.1406776688307271 0.0001036984133116 
0.1500000000000001 -0.1670137713413285 -0.1668907503519152 0.0001230209894132 
0.1750000000000000 -0.1922164800005840 -0.1920748949003778 0.0001415851002062 
0.2000000000000002 -0.2162341101421704 -0.2160748338503956 0.0001592762917749 
0.2250000000000001 -0.2389185850895919 -0.2387425995975522 0.0001759854920397 
0.2500000000000000 -0.2601300475114444 -0.2599384378282193 0.0001916096832251 
0.2750000000000001 -0.2797377216883705 -0.2795316691513736 0.0002060525369968 
0.3000000000000000 -0.2976207197888556 -0.2974014947804971 0.0002192250083585 
0.3250000000000002 -0.3136687871829103 -0.3134377412982663 0.0002310458846440 
0.3500000000000001 -0.3277829821985260 -0.3275415399123061 0.0002414422862199 
0.3750000000000000 -0.3398762861299855 -0.3396259360141718 0.0002503501158137 
0.4000000000000001 -0.3498741397371198 -0.3496164252834262 0.0002577144536936 
0.4250000000000000 -0.3577149029278172 -0.3574514130315494 0.0002634898962678 
0.4500000000000002 -0.3633502347896885 -0.3630825939536763 0.0002676408360122 
0.4750000000000001 -0.3667453916278674 -0.3664752499468645 0.0002701416810029 
0.5000000000000000 -0.3678794411714423 -0.3676084641587433 0.0002709770126991 
0.5250000000000001 -0.3667453916278674 -0.3664752499468645 0.0002701416810029 
0.5500000000000000 -0.3633502347896884 -0.3630825939536763 0.0002676408360121 
0.5750000000000002 -0.3577149029278171 -0.3574514130315493 0.0002634898962678 
0.6000000000000001 -0.3498741397371198 -0.3496164252834262 0.0002577144536937 
0.6250000000000000 -0.3398762861299855 -0.3396259360141718 0.0002503501158138 
0.6500000000000001 -0.3277829821985259 -0.3275415399123060 0.0002414422862199 
0.6750000000000000 -0.3136687871829102 -0.3134377412982662 0.0002310458846440 
0.7000000000000002 -0.2976207197888555 -0.2974014947804970 0.0002192250083585 
