x ue un uerror 
-1.0000000000000000 0.0000000000000000 0.0000000000000000 -0.0000000000000000 
-0.9750000000000000 0.0288634882911763 0.0288783110778994 0.0000148227867230 
-0.9500000000000000 0.0575490235789537 0.0575785777649906 0.0000295541860369 
-0.9250000000000000 0.0858797499993745 0.0859238533733407 0.0000441033739661 
-0.9000000000000000 0.1136809992031344 0.1137393798530634 0.0000583806499290 
-0.8750000000000000 0.1407813672440387 0.1408536652338103 0.0000722979897715 
-0.8500000000000000 0.1670137713413283 0.1670995409297940 0.0000857695884657 
-0.8250000000000000 0.1922164800005840 0.1923151923897096 0.0000987123891256 
-0.8000000000000000 0.2162341101421703 0.2163451567372517 0.0001110465950814 
-0.7750000000000000 0.2389185850895919 0.2390412812514437 0.0001226961618518 
-0.7500000000000000 0.2601300475114445 0.2602636367774283 0.0001335892659838 
-0.7250000000000000 0.2797377216883704 0.2798813804362385 0.0001436587478681 
-0.7000000000000000 0.2976207197888556 0.2977735623146559 0.0001528425258003 
-0.6750000000000000 0.3136687871829102 0.3138298711616460 0.0001610839787358 
-0.6499999999999999 0.3277829821985261 0.3279513144939025 0.0001683322953764 
-0.6250000000000000 0.3398762861299855 0.3400508289174256 0.0001745427874400 
-0.6000000000000000 0.3498741397371198 0.3500538169022974 0.0001796771651775 
-0.5750000000000000 0.3577149029278172 0.3578986067012601 0.0001837037734430 
-0.5500000000000000 0.3633502347896884 0.3635368325765459 0.0001865977868575 
-0.5249999999999999 0.3667453916278674 0.3669337329907334 0.0001883413628660 
-0.5000000000000000 0.3678794411714423 0.3680683649231850 0.0001889237517426 
-0.4750000000000000 0.3667453916278674 0.3669337329907335 0.0001883413628661 
-0.4500000000000000 0.3633502347896884 0.3635368325765462 0.0001865977868578 
-0.4249999999999999 0.3577149029278171 0.3578986067012604 0.0001837037734433 
-0.3999999999999999 0.3498741397371198 0.3500538169022976 0.0001796771651778 
-0.3750000000000000 0.3398762861299855 0.3400508289174258 0.0001745427874403 
-0.3500000000000000 0.3277829821985260 0.3279513144939028 0.0001683322953768 
-0.3250000000000000 0.3136687871829101 0.3138298711616464 0.0001610839787363 
-0.2999999999999999 0.2976207197888555 0.2977735623146563 0.0001528425258008 
-0.2749999999999999 0.2797377216883703 0.2798813804362390 0.0001436587478687 
-0.2500000000000000 0.2601300475114444 0.2602636367774288 0.0001335892659844 
-0.2250000000000000 0.2389185850895918 0.2390412812514442 0.0001226961618524 
-0.2000000000000000 0.2162341101421702 0.2163451567372522 0.0001110465950820 
-0.1749999999999999 0.1922164800005839 0.1923151923897101 0.0000987123891262 
-0.1499999999999999 0.1670137713413282 0.1670995409297944 0.0000857695884662 
-0.1250000000000000 0.1407813672440387 0.1408536652338106 0.0000722979897720 
-0.1000000000000000 0.1136809992031344 0.1137393798530637 0.0000583806499293 
-0.0750000000000000 0.0858797499993745 0.0859238533733408 0.0000441033739663 
-0.0499999999999999 0.0575490235789536 0.0575785777649906 0.0000295541860370 
-0.0249999999999999 0.0288634882911762 0.0288783110778992 0.0000148227867230 
0.0000000000000000 -0.0000000000000000 -0.0000000000000004 -0.0000000000000004 
0.0250000000000001 -0.0288634882911765 -0.0288783110779000 -0.0000148227867235 
0.0500000000000000 -0.0575490235789537 -0.0575785777649914 -0.0000295541860377 
0.0750000000000000 -0.0858797499993745 -0.0859238533733416 -0.0000441033739671 
0.1000000000000001 -0.1136809992031345 -0.1137393798530645 -0.0000583806499300 
0.1250000000000000 -0.1407813672440387 -0.1408536652338114 -0.0000722979897727 
0.1500000000000001 -0.1670137713413285 -0.1670995409297952 -0.0000857695884667 
0.1750000000000000 -0.1922164800005840 -0.1923151923897109 -0.0000987123891269 
0.2000000000000002 -0.2162341101421704 -0.2163451567372530 -0.0001110465950826 
0.2250000000000001 -0.2389185850895919 -0.2390412812514451 -0.0001226961618532 
0.2500000000000000 -0.2601300475114444 -0.2602636367774296 -0.0001335892659852 
0.2750000000000001 -0.2797377216883705 -0.2798813804362398 -0.0001436587478694 
0.3000000000000000 -0.2976207197888556 -0.2977735623146573 -0.0001528425258017 
0.3250000000000002 -0.3136687871829103 -0.3138298711616472 -0.0001610839787369 
0.3500000000000001 -0.3277829821985260 -0.3279513144939036 -0.0001683322953777 
0.3750000000000000 -0.3398762861299855 -0.3400508289174267 -0.0001745427874411 
0.4000000000000001 -0.3498741397371198 -0.3500538169022985 -0.0001796771651786 
0.4250000000000000 -0.3577149029278172 -0.3578986067012612 -0.0001837037734441 
0.4500000000000002 -0.3633502347896885 -0.3635368325765470 -0.0001865977868585 
0.4750000000000001 -0.3667453916278674 -0.3669337329907343 -0.0001883413628669 
0.5000000000000000 -0.3678794411714423 -0.3680683649231858 -0.0001889237517435 
0.5250000000000001 -0.3667453916278674 -0.3669337329907344 -0.0001883413628670 
0.5500000000000000 -0.3633502347896884 -0.3635368325765470 -0.0001865977868585 
0.5750000000000002 -0.3577149029278171 -0.3578986067012611 -0.0001837037734440 
0.6000000000000001 -0.3498741397371198 -0.3500538169022983 -0.0001796771651785 
0.6250000000000000 -0.3398762861299855 -0.3400508289174266 -0.0001745427874410 
0.6500000000000001 -0.3277829821985259 -0.3279513144939035 -0.0001683322953775 
0.6750000000000000 -0.3136687871829102 -0.3138298711616471 -0.0001610839787369 
0.7000000000000002 -0.2976207197888555 -0.2977735623146571 -0.0001528425258016 
0.7250000000000001 -0.2797377216883703 -0.2798813804362396 -0.0001436587478693 
0.7500000000000000 -0.2601300475114445 -0.2602636367774294 -0.0001335892659849 
0.7750000000000001 -0.2389185850895918 -0.2390412812514447 -0.0001226961618530 
0.8000000000000000 -0.2162341101421703 -0.2163451567372527 -0.0001110465950824 
0.8250000000000002 -0.1922164800005839 -0.1923151923897106 -0.0000987123891267 
0.8500000000000001 -0.1670137713413282 -0.1670995409297949 -0.0000857695884667 
0.8750000000000000 -0.1407813672440387 -0.1408536652338111 -0.0000722979897724 
0.9000000000000001 -0.1136809992031343 -0.1137393798530641 -0.0000583806499299 
0.9250000000000000 -0.0858797499993745 -0.0859238533733412 -0.0000441033739667 
0.9500000000000002 -0.0575490235789535 -0.0575785777649910 -0.0000295541860375 
0.9750000000000001 -0.0288634882911762 -0.0288783110778996 -0.0000148227867234 
1.0000000000000000 -0.0000000000000000 0.0000000000000000 0.0000000000000000 
